Suburb,Rooms,Type,Method,SellerG,Distance,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount,month
Keilor East,3,h,S,Nelson,12.8,1,2,610.0,Brimbank City Council,Western Metropolitan,5629.0,3
Keilor East,4,h,S,Nelson,12.8,2,1,289.0,Brimbank City Council,Western Metropolitan,5629.0,3
Keilor East,3,h,S,Nelson,12.8,1,2,662.0,Brimbank City Council,Western Metropolitan,5629.0,4
Keilor East,3,h,VB,Nelson,12.8,2,2,288.0,Brimbank City Council,Western Metropolitan,5629.0,4
Keilor East,3,h,S,Moonee,12.8,1,2,648.7162568807339,Brimbank City Council,Western Metropolitan,5629.0,4
Keilor East,3,h,S,McDonald,12.8,2,1,549.0,Brimbank City Council,Western Metropolitan,5629.0,4
Keilor East,4,h,S,Barry,12.8,2,1,540.0,Brimbank City Council,Western Metropolitan,5629.0,4
Keilor East,4,h,VB,Nelson,12.8,2,2,648.7162568807339,Brimbank City Council,Western Metropolitan,5629.0,4
Keilor East,4,h,S,Brad,12.8,1,1,622.0,Brimbank City Council,Western Metropolitan,5629.0,4
Keilor East,3,h,S,Nelson,12.8,1,1,657.0,Brimbank City Council,Western Metropolitan,5629.0,4
Keilor East,3,t,VB,Nelson,12.8,1,2,286.9240214888718,Brimbank City Council,Western Metropolitan,5629.0,6
Keilor East,3,h,S,Nelson,12.8,2,3,672.0,Brimbank City Council,Western Metropolitan,5629.0,7
Keilor East,3,h,SP,Nelson,12.8,2,2,3977.0,Brimbank City Council,Western Metropolitan,5629.0,7
Keilor East,3,h,S,Nelson,12.8,2,1,532.0,Brimbank City Council,Western Metropolitan,5629.0,7
Keilor East,4,t,S,Nelson,12.8,2,2,286.9240214888718,Brimbank City Council,Western Metropolitan,5629.0,8
Keilor East,3,h,S,Harcourts,12.8,2,2,568.0,Brimbank City Council,Western Metropolitan,5629.0,8
Keilor East,3,t,S,Nelson,12.8,2,2,610.0,Brimbank City Council,Western Metropolitan,5629.0,8
Keilor East,3,h,S,Alexkarbon,12.8,1,1,412.0,Brimbank City Council,Western Metropolitan,5629.0,10
Keilor East,4,h,S,Rendina,12.8,2,2,603.0,Brimbank City Council,Western Metropolitan,5629.0,10
Keilor East,3,h,S,Nelson,12.8,1,2,584.0,Brimbank City Council,Western Metropolitan,5629.0,10
Keilor East,3,u,S,Rendina,12.8,2,2,112.0,Brimbank City Council,Western Metropolitan,5629.0,10
Keilor East,4,t,S,Barry,12.8,3,1,322.0,Brimbank City Council,Western Metropolitan,5629.0,10
Keilor East,4,h,S,Nelson,12.8,2,4,659.0,Brimbank City Council,Western Metropolitan,5629.0,10
Keilor East,4,h,SP,Brad,12.8,2,2,745.0,Brimbank City Council,Western Metropolitan,5629.0,10
Keilor East,3,h,S,Harcourts,12.8,1,2,539.0,Brimbank City Council,Western Metropolitan,5629.0,10
Keilor East,3,h,S,Nelson,12.8,3,1,318.0,Brimbank City Council,Western Metropolitan,5629.0,10
Keilor East,3,h,S,Moonee,12.8,1,1,564.0,Brimbank City Council,Western Metropolitan,5629.0,11
Keilor East,3,h,S,Nelson,12.8,1,2,610.0,Brimbank City Council,Western Metropolitan,5629.0,11
Keilor East,3,h,S,Nelson,12.8,3,2,605.0,Brimbank City Council,Western Metropolitan,5629.0,12
Keilor East,2,t,S,Barry,12.8,2,2,54.0,Brimbank City Council,Western Metropolitan,5629.0,12
Keilor East,4,h,S,Barry,12.8,2,2,613.0,Brimbank City Council,Western Metropolitan,5629.0,12
Keilor East,3,h,S,Nelson,12.8,1,1,713.0,Brimbank City Council,Western Metropolitan,5629.0,12
Keilor East,2,u,VB,Nelson,12.8,1,1,218.0,Brimbank City Council,Western Metropolitan,5629.0,8
Keilor East,4,h,PI,Nelson,12.8,2,2,648.7162568807339,Brimbank City Council,Western Metropolitan,5629.0,8
Keilor East,5,h,PI,Brad,12.8,2,2,781.0,Brimbank City Council,Western Metropolitan,5629.0,5
Keilor East,3,u,SP,Brad,12.8,1,1,254.0,Brimbank City Council,Western Metropolitan,5629.0,5
Keilor East,2,h,S,Nelson,12.8,1,1,116.0,Brimbank City Council,Western Metropolitan,5629.0,5
Keilor East,3,u,S,Moonee,12.8,1,2,352.0,Brimbank City Council,Western Metropolitan,5629.0,5
Keilor East,4,h,S,Barry,12.8,2,2,776.0,Brimbank City Council,Western Metropolitan,5629.0,5
Keilor East,3,h,S,Nelson,12.8,1,2,684.0,Brimbank City Council,Western Metropolitan,5629.0,10
Keilor East,3,t,VB,Nelson,12.8,1,2,286.9240214888718,Brimbank City Council,Western Metropolitan,5629.0,4
Keilor East,3,h,S,Nelson,12.8,2,1,221.0,Brimbank City Council,Western Metropolitan,5629.0,4
Keilor East,3,h,S,Brad,12.8,1,2,648.7162568807339,Brimbank City Council,Western Metropolitan,5629.0,4
Keilor East,5,h,SP,Nelson,12.8,3,2,648.7162568807339,Brimbank City Council,Western Metropolitan,5629.0,4
Keilor East,4,h,S,Nelson,12.8,2,3,708.0,Brimbank City Council,Western Metropolitan,5629.0,4
Keilor East,3,t,S,Barry,12.8,2,1,440.0,Brimbank City Council,Western Metropolitan,5629.0,4
Keilor East,3,h,S,Nelson,12.8,1,2,648.7162568807339,Brimbank City Council,Western Metropolitan,5629.0,7
Keilor East,3,t,SP,Nelson,12.8,2,2,224.0,Brimbank City Council,Western Metropolitan,5629.0,3
Keilor East,4,h,S,Nelson,12.8,2,2,570.0,Brimbank City Council,Western Metropolitan,5629.0,6
Keilor East,5,h,S,Nelson,12.8,3,2,648.7162568807339,Brimbank City Council,Western Metropolitan,5629.0,6
Keilor East,3,h,S,Nelson,12.8,1,2,648.7162568807339,Brimbank City Council,Western Metropolitan,5629.0,6
Keilor East,5,h,S,Nelson,12.8,2,2,561.0,Brimbank City Council,Western Metropolitan,5629.0,6
Keilor East,3,h,S,Nelson,12.8,3,1,292.0,Brimbank City Council,Western Metropolitan,5629.0,6
Keilor East,3,h,VB,Nelson,12.8,1,2,648.7162568807339,Brimbank City Council,Western Metropolitan,5629.0,6
Keilor East,3,h,S,Barry,12.8,1,2,606.0,Brimbank City Council,Western Metropolitan,5629.0,6
Keilor East,3,h,S,Barry,12.8,2,2,716.0,Brimbank City Council,Western Metropolitan,5629.0,11
Keilor East,4,t,S,Brad,12.8,2,2,319.0,Brimbank City Council,Western Metropolitan,5629.0,5
Keilor East,2,u,S,Nelson,12.8,1,2,0.0,Brimbank City Council,Western Metropolitan,5629.0,5
Keilor East,4,h,S,Nelson,12.8,2,2,546.0,Brimbank City Council,Western Metropolitan,5629.0,5
Keilor East,5,h,PI,Nelson,12.8,2,2,629.0,Brimbank City Council,Western Metropolitan,5629.0,5
Keilor East,3,h,SP,HAR,12.8,1,2,542.0,Brimbank City Council,Western Metropolitan,5629.0,5
Keilor East,3,u,S,Moonee,12.8,1,1,477.89685658153235,Brimbank City Council,Western Metropolitan,5629.0,5
Keilor East,4,h,S,Moonee,12.8,2,2,686.0,Brimbank City Council,Western Metropolitan,5629.0,8
Keilor East,3,h,S,Bells,12.8,1,1,565.0,Brimbank City Council,Western Metropolitan,5629.0,8
Keilor East,3,h,S,Nelson,12.8,2,1,630.0,Brimbank City Council,Western Metropolitan,5629.0,4
Keilor East,4,h,S,Barry,12.8,2,2,545.0,Brimbank City Council,Western Metropolitan,5629.0,4
Keilor East,4,h,S,Brad,12.8,2,2,648.7162568807339,Brimbank City Council,Western Metropolitan,5629.0,9
Keilor East,3,h,SP,Brad,12.8,1,2,639.0,Brimbank City Council,Western Metropolitan,5629.0,9
Keilor East,4,h,SP,Nelson,12.8,2,2,547.0,Brimbank City Council,Western Metropolitan,5629.0,9
Keilor East,3,h,PI,Barry,12.8,2,2,928.0,Brimbank City Council,Western Metropolitan,5629.0,7
Keilor East,3,h,S,Nelson,12.8,1,1,554.0,Brimbank City Council,Western Metropolitan,5629.0,6
Keilor East,4,h,S,Bekdon,12.8,2,2,648.7162568807339,Brimbank City Council,Western Metropolitan,5629.0,6
Keilor East,3,h,S,Barry,12.8,1,3,0.0,Brimbank City Council,Western Metropolitan,5629.0,6
Keilor East,3,h,S,Nelson,12.8,1,2,558.0,Brimbank City Council,Western Metropolitan,5629.0,6
Keilor East,3,t,PI,Barry,12.8,2,1,265.0,Brimbank City Council,Western Metropolitan,5629.0,11
Keilor East,3,h,S,Nelson,12.8,2,2,176.0,Brimbank City Council,Western Metropolitan,5629.0,11
Keilor East,3,h,S,Nelson,12.8,1,2,600.0,Brimbank City Council,Western Metropolitan,5629.0,11
Keilor East,3,h,S,Nelson,12.8,1,2,538.0,Brimbank City Council,Western Metropolitan,5629.0,11
Keilor East,4,h,S,Brad,12.8,3,2,579.0,Brimbank City Council,Western Metropolitan,5629.0,5
Keilor East,3,h,VB,Nelson,12.8,1,2,648.7162568807339,Brimbank City Council,Western Metropolitan,5629.0,5
Keilor East,3,h,S,Nelson,12.8,1,2,616.0,Brimbank City Council,Western Metropolitan,5629.0,5
Keilor East,3,t,SP,Nelson,12.8,2,1,320.0,Brimbank City Council,Western Metropolitan,5629.0,8
Keilor East,4,h,S,Nelson,12.8,2,2,544.0,Brimbank City Council,Western Metropolitan,5629.0,8
Keilor East,3,h,SP,Moonee,12.8,2,4,598.0,Brimbank City Council,Western Metropolitan,5629.0,7
Kensington,3,h,S,Nelson,4.2,1,1,258.0,Melbourne City Council,Northern Metropolitan,5263.0,3
Kensington,3,h,S,Nelson,4.2,1,1,166.0,Melbourne City Council,Northern Metropolitan,5263.0,3
Kensington,3,h,S,Rendina,4.2,1,1,188.0,Melbourne City Council,Northern Metropolitan,5263.0,3
Kensington,2,h,S,Jellis,4.2,1,0,150.0,Melbourne City Council,Northern Metropolitan,5263.0,3
Kensington,3,h,S,Nelson,4.2,1,1,199.0,Melbourne City Council,Northern Metropolitan,5263.0,4
Kensington,2,u,S,Nelson,4.2,2,1,0.0,Melbourne City Council,Northern Metropolitan,5263.0,4
Kensington,3,t,S,Nelson,4.2,2,1,132.0,Melbourne City Council,Northern Metropolitan,5263.0,4
Kensington,2,u,S,Pagan,4.2,1,1,0.0,Melbourne City Council,Northern Metropolitan,5263.0,4
Kensington,2,u,VB,Alexkarbon,4.2,1,1,0.0,Melbourne City Council,Northern Metropolitan,5263.0,4
Kensington,2,t,S,Nelson,4.2,1,1,79.0,Melbourne City Council,Northern Metropolitan,5263.0,4
Kensington,3,t,S,Rendina,4.2,1,2,286.9240214888718,Melbourne City Council,Northern Metropolitan,5263.0,4
Kensington,3,h,S,Edward,4.2,1,1,274.0,Melbourne City Council,Northern Metropolitan,5263.0,4
Kensington,3,h,SP,Edward,4.2,1,1,416.0,Melbourne City Council,Northern Metropolitan,5263.0,6
Kensington,2,u,SP,Nelson,4.2,1,1,0.0,Melbourne City Council,Northern Metropolitan,5263.0,6
Kensington,2,t,S,Edward,4.2,1,2,286.9240214888718,Melbourne City Council,Northern Metropolitan,5263.0,6
Kensington,1,u,SP,Edward,4.2,1,1,477.89685658153235,Melbourne City Council,Northern Metropolitan,5263.0,6
Kensington,3,h,S,Jellis,4.2,1,1,235.0,Melbourne City Council,Northern Metropolitan,5263.0,7
Kensington,3,h,S,Edward,4.2,1,1,284.0,Melbourne City Council,Northern Metropolitan,5263.0,7
Kensington,3,h,PI,Edward,4.2,1,0,234.0,Melbourne City Council,Northern Metropolitan,5263.0,7
Kensington,2,t,S,Rendina,4.2,1,1,325.0,Melbourne City Council,Northern Metropolitan,5263.0,7
Kensington,4,h,S,Rendina,4.2,2,2,279.0,Melbourne City Council,Northern Metropolitan,5263.0,7
Kensington,2,u,S,Rendina,4.2,1,1,477.89685658153235,Melbourne City Council,Northern Metropolitan,5263.0,7
Kensington,3,t,S,Rendina,4.2,1,2,286.9240214888718,Melbourne City Council,Northern Metropolitan,5263.0,7
Kensington,2,h,S,Edward,4.2,2,1,138.0,Melbourne City Council,Northern Metropolitan,5263.0,8
Kensington,2,h,S,Nelson,4.2,1,1,174.0,Melbourne City Council,Northern Metropolitan,5263.0,8
Kensington,2,h,SP,Woodards,4.2,1,1,163.0,Melbourne City Council,Northern Metropolitan,5263.0,8
Kensington,3,t,SP,Nelson,4.2,2,1,788.0,Melbourne City Council,Northern Metropolitan,5263.0,8
Kensington,3,h,S,Greg,4.2,1,1,211.0,Melbourne City Council,Northern Metropolitan,5263.0,8
Kensington,3,h,S,Nelson,4.2,1,0,239.0,Melbourne City Council,Northern Metropolitan,5263.0,10
Kensington,5,h,PI,Nelson,4.2,2,2,566.0,Melbourne City Council,Northern Metropolitan,5263.0,10
Kensington,1,u,VB,Dingle,4.2,1,1,4267.0,Melbourne City Council,Northern Metropolitan,5263.0,10
Kensington,3,h,S,Jellis,4.2,1,0,275.0,Melbourne City Council,Northern Metropolitan,5263.0,10
Kensington,1,u,VB,Edward,4.2,1,1,0.0,Melbourne City Council,Northern Metropolitan,5263.0,10
Kensington,3,u,S,Woodards,4.2,1,1,4440.0,Melbourne City Council,Northern Metropolitan,5263.0,10
Kensington,2,u,S,Nelson,4.2,2,1,3448.0,Melbourne City Council,Northern Metropolitan,5263.0,10
Kensington,2,h,S,Nardella,4.2,1,2,158.0,Melbourne City Council,Northern Metropolitan,5263.0,10
Kensington,2,u,SP,Pagan,4.2,1,1,3957.0,Melbourne City Council,Northern Metropolitan,5263.0,11
Kensington,2,t,S,Edward,4.2,1,2,286.9240214888718,Melbourne City Council,Northern Metropolitan,5263.0,11
Kensington,3,u,VB,Hodges,4.2,1,2,0.0,Melbourne City Council,Northern Metropolitan,5263.0,11
Kensington,1,u,VB,Edward,4.2,1,1,0.0,Melbourne City Council,Northern Metropolitan,5263.0,12
Kensington,2,h,S,Brad,4.2,1,0,274.0,Melbourne City Council,Northern Metropolitan,5263.0,12
Kensington,4,h,SP,Rendina,4.2,2,2,648.7162568807339,Melbourne City Council,Northern Metropolitan,5263.0,12
Kensington,2,h,SP,Nelson,4.2,2,2,169.0,Melbourne City Council,Northern Metropolitan,5263.0,8
Kensington,2,u,S,Nelson,4.2,1,2,1111.0,Melbourne City Council,Northern Metropolitan,5263.0,8
Kensington,2,h,S,Nelson,4.2,1,2,648.7162568807339,Melbourne City Council,Northern Metropolitan,5263.0,8
Kensington,2,u,S,Jellis,4.2,1,1,477.89685658153235,Melbourne City Council,Northern Metropolitan,5263.0,8
Kensington,2,h,S,Rendina,4.2,1,1,211.0,Melbourne City Council,Northern Metropolitan,5263.0,5
Kensington,2,t,S,Rendina,4.2,2,1,0.0,Melbourne City Council,Northern Metropolitan,5263.0,5
Kensington,3,h,S,Rendina,4.2,1,0,0.0,Melbourne City Council,Northern Metropolitan,5263.0,10
Kensington,4,h,S,Nelson,4.2,3,1,0.0,Melbourne City Council,Northern Metropolitan,5263.0,10
Kensington,2,t,SP,Rendina,4.2,1,0,132.0,Melbourne City Council,Northern Metropolitan,5263.0,4
Kensington,5,h,VB,Nelson,4.2,2,2,566.0,Melbourne City Council,Northern Metropolitan,5263.0,4
Kensington,1,t,S,Nelson,4.2,1,2,286.9240214888718,Melbourne City Council,Northern Metropolitan,5263.0,9
Kensington,1,u,S,Jellis,4.2,1,0,0.0,Melbourne City Council,Northern Metropolitan,5263.0,3
Kensington,2,h,SP,Nelson,4.2,2,1,94.0,Melbourne City Council,Northern Metropolitan,5263.0,6
Kensington,3,h,S,Nelson,4.2,2,2,250.0,Melbourne City Council,Northern Metropolitan,5263.0,11
Kensington,3,h,SP,Nelson,4.2,2,2,211.0,Melbourne City Council,Northern Metropolitan,5263.0,11
Kensington,2,h,SP,Edward,4.2,1,1,197.0,Melbourne City Council,Northern Metropolitan,5263.0,11
Kensington,2,t,S,Village,4.2,1,3,62.0,Melbourne City Council,Northern Metropolitan,5263.0,11
Kensington,3,h,SP,Nelson,4.2,1,1,165.0,Melbourne City Council,Northern Metropolitan,5263.0,5
Kensington,2,u,S,Nelson,4.2,0,0,0.0,Melbourne City Council,Northern Metropolitan,5263.0,8
Kensington,3,t,SP,Edward,4.2,2,2,1181.0,Melbourne City Council,Northern Metropolitan,5263.0,8
Kensington,4,h,S,Edward,4.2,2,1,242.0,Melbourne City Council,Northern Metropolitan,5263.0,8
Kensington,2,t,VB,Nelson,4.2,2,1,324.0,Melbourne City Council,Northern Metropolitan,5263.0,8
Kensington,1,u,PI,Nelson,4.2,1,2,0.0,Melbourne City Council,Northern Metropolitan,5263.0,8
Kensington,3,h,S,Nelson,4.2,1,1,312.0,Melbourne City Council,Northern Metropolitan,5263.0,8
Kensington,1,u,SP,Edward,4.2,1,1,477.89685658153235,Melbourne City Council,Northern Metropolitan,5263.0,8
Kensington,4,h,S,Rendina,4.2,2,2,648.7162568807339,Melbourne City Council,Northern Metropolitan,5263.0,8
Kensington,2,u,SP,Rendina,4.2,1,1,0.0,Melbourne City Council,Northern Metropolitan,5263.0,4
Kensington,2,u,PI,Nelson,4.2,1,1,0.0,Melbourne City Council,Northern Metropolitan,5263.0,4
Kensington,5,h,S,Rendina,4.2,1,0,301.0,Melbourne City Council,Northern Metropolitan,5263.0,9
Kensington,2,h,SP,Nelson,4.2,1,1,169.0,Melbourne City Council,Northern Metropolitan,5263.0,9
Kensington,1,u,PI,Edward,4.2,1,1,477.89685658153235,Melbourne City Council,Northern Metropolitan,5263.0,9
Kensington,1,u,VB,Edward,4.2,1,1,477.89685658153235,Melbourne City Council,Northern Metropolitan,5263.0,9
Kensington,2,t,S,Nelson,4.2,1,2,286.9240214888718,Melbourne City Council,Northern Metropolitan,5263.0,2
Kensington,4,h,S,Nelson,4.2,2,2,648.7162568807339,Melbourne City Council,Northern Metropolitan,5263.0,2
Kensington,3,h,S,Rendina,4.2,1,3,459.0,Melbourne City Council,Northern Metropolitan,5263.0,2
Kensington,2,h,S,Nelson,4.2,1,1,97.0,Melbourne City Council,Northern Metropolitan,5263.0,2
Kensington,2,h,S,Brad,4.2,1,0,179.0,Melbourne City Council,Northern Metropolitan,5263.0,7
Kensington,2,t,S,Rendina,4.2,1,1,0.0,Melbourne City Council,Northern Metropolitan,5263.0,7
Kensington,2,u,S,Alexkarbon,4.2,2,1,2136.0,Melbourne City Council,Northern Metropolitan,5263.0,6
Kensington,2,u,PI,Rendina,4.2,1,1,0.0,Melbourne City Council,Northern Metropolitan,5263.0,6
Kensington,2,u,VB,Brad,4.2,1,1,477.89685658153235,Melbourne City Council,Northern Metropolitan,5263.0,6
Kensington,2,u,S,Rendina,4.2,1,1,0.0,Melbourne City Council,Northern Metropolitan,5263.0,11
Kensington,2,h,SP,Nelson,4.2,1,1,183.0,Melbourne City Council,Northern Metropolitan,5263.0,11
Kensington,2,u,SP,Sweeney,4.2,1,1,0.0,Melbourne City Council,Northern Metropolitan,5263.0,11
Kensington,2,h,S,Alexkarbon,4.2,1,1,173.0,Melbourne City Council,Northern Metropolitan,5263.0,5
Kensington,1,t,S,Nelson,4.2,1,2,286.9240214888718,Melbourne City Council,Northern Metropolitan,5263.0,5
Kensington,1,u,SP,Nelson,4.2,1,1,477.89685658153235,Melbourne City Council,Northern Metropolitan,5263.0,5
Kensington,3,h,S,Nelson,4.2,2,2,84.0,Melbourne City Council,Northern Metropolitan,5263.0,5
Kensington,2,h,S,Biggin,4.2,1,0,149.0,Melbourne City Council,Northern Metropolitan,5263.0,8
Kensington,2,u,S,Rendina,4.2,1,1,0.0,Melbourne City Council,Northern Metropolitan,5263.0,7
Kew,3,h,S,Jellis,5.6,1,2,396.0,Boroondara City Council,Southern Metropolitan,10331.0,3
Kew,2,h,S,Jellis,5.6,2,1,697.0,Boroondara City Council,Southern Metropolitan,10331.0,3
Kew,3,u,S,Jellis,5.6,1,1,477.89685658153235,Boroondara City Council,Southern Metropolitan,10331.0,3
Kew,5,h,S,Jellis,5.6,3,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,10331.0,3
Kew,2,u,S,Reach,5.6,2,1,0.0,Boroondara City Council,Southern Metropolitan,10331.0,3
Kew,2,u,VB,Jellis,5.6,1,1,0.0,Boroondara City Council,Southern Metropolitan,10331.0,3
Kew,4,h,S,Jellis,5.6,2,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,10331.0,3
Kew,5,h,S,Marshall,5.6,3,2,853.0,Boroondara City Council,Southern Metropolitan,10331.0,3
Kew,3,h,SP,Fletchers,5.6,1,1,375.0,Boroondara City Council,Southern Metropolitan,10331.0,4
Kew,2,u,PI,Marshall,5.6,1,2,91.0,Boroondara City Council,Southern Metropolitan,10331.0,4
Kew,4,h,S,RT,5.6,3,1,358.0,Boroondara City Council,Southern Metropolitan,10331.0,4
Kew,5,h,S,Marshall,5.6,3,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,10331.0,4
Kew,2,u,SP,Nelson,5.6,1,1,745.0,Boroondara City Council,Southern Metropolitan,10331.0,4
Kew,3,h,S,Nelson,5.6,2,2,597.0,Boroondara City Council,Southern Metropolitan,10331.0,4
Kew,2,u,S,Jellis,5.6,1,1,0.0,Boroondara City Council,Southern Metropolitan,10331.0,4
Kew,4,h,PI,Jellis,5.6,2,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,10331.0,4
Kew,3,t,PI,Jellis,5.6,1,2,286.9240214888718,Boroondara City Council,Southern Metropolitan,10331.0,4
Kew,3,u,S,Marshall,5.6,2,2,0.0,Boroondara City Council,Southern Metropolitan,10331.0,4
Kew,2,u,S,Noel,5.6,1,1,0.0,Boroondara City Council,Southern Metropolitan,10331.0,6
Kew,4,h,S,Jellis,5.6,2,2,649.0,Boroondara City Council,Southern Metropolitan,10331.0,6
Kew,2,u,VB,Fletchers,5.6,1,1,0.0,Boroondara City Council,Southern Metropolitan,10331.0,6
Kew,2,u,S,Christopher,5.6,1,1,0.0,Boroondara City Council,Southern Metropolitan,10331.0,6
Kew,2,u,S,Marshall,5.6,1,2,0.0,Boroondara City Council,Southern Metropolitan,10331.0,6
Kew,4,h,PI,Kay,5.6,2,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,10331.0,6
Kew,3,h,S,Jellis,5.6,1,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,10331.0,7
Kew,4,h,S,Marshall,5.6,1,2,735.0,Boroondara City Council,Southern Metropolitan,10331.0,7
Kew,4,h,VB,Nelson,5.6,2,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,10331.0,7
Kew,4,h,VB,Jellis,5.6,3,4,992.0,Boroondara City Council,Southern Metropolitan,10331.0,7
Kew,2,h,S,Nelson,5.6,1,2,405.0,Boroondara City Council,Southern Metropolitan,10331.0,7
Kew,2,u,S,hockingstuart,5.6,1,1,0.0,Boroondara City Council,Southern Metropolitan,10331.0,7
Kew,4,h,VB,Kay,5.6,2,2,400.0,Boroondara City Council,Southern Metropolitan,10331.0,8
Kew,2,h,S,Nelson,5.6,1,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,10331.0,8
Kew,3,h,S,Noel,5.6,2,2,426.0,Boroondara City Council,Southern Metropolitan,10331.0,10
Kew,5,h,S,RT,5.6,2,2,815.0,Boroondara City Council,Southern Metropolitan,10331.0,10
Kew,5,h,PI,Kay,5.6,3,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,10331.0,10
Kew,4,h,S,Jellis,5.6,2,2,603.0,Boroondara City Council,Southern Metropolitan,10331.0,10
Kew,3,h,SP,Jellis,5.6,2,1,392.0,Boroondara City Council,Southern Metropolitan,10331.0,10
Kew,3,h,SP,Marshall,5.6,1,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,10331.0,10
Kew,4,h,PI,Bekdon,5.6,3,2,277.0,Boroondara City Council,Southern Metropolitan,10331.0,10
Kew,5,h,S,RT,5.6,3,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,10331.0,10
Kew,3,h,S,Jellis,5.6,1,2,304.0,Boroondara City Council,Southern Metropolitan,10331.0,10
Kew,2,u,S,hockingstuart,5.6,1,1,743.0,Boroondara City Council,Southern Metropolitan,10331.0,10
Kew,3,h,S,Walsh,5.6,1,2,782.0,Boroondara City Council,Southern Metropolitan,10331.0,10
Kew,2,h,S,Jellis,5.6,1,1,0.0,Boroondara City Council,Southern Metropolitan,10331.0,10
Kew,3,h,S,Caine,5.6,2,2,289.0,Boroondara City Council,Southern Metropolitan,10331.0,11
Kew,4,h,S,Marshall,5.6,2,0,364.0,Boroondara City Council,Southern Metropolitan,10331.0,11
Kew,3,t,S,LITTLE,5.6,2,2,848.0,Boroondara City Council,Southern Metropolitan,10331.0,12
Kew,2,h,S,Marshall,5.6,1,4,596.0,Boroondara City Council,Southern Metropolitan,10331.0,12
Kew,5,h,S,Caine,5.6,4,4,957.0,Boroondara City Council,Southern Metropolitan,10331.0,12
Kew,2,t,PI,Noel,5.6,1,2,286.9240214888718,Boroondara City Council,Southern Metropolitan,10331.0,12
Kew,3,h,S,Marshall,5.6,3,4,1197.0,Boroondara City Council,Southern Metropolitan,10331.0,8
Kew,6,h,S,Jellis,5.6,6,3,1334.0,Boroondara City Council,Southern Metropolitan,10331.0,8
Kew,4,h,VB,Marshall,5.6,2,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,10331.0,8
Kew,2,u,S,RT,5.6,1,1,477.89685658153235,Boroondara City Council,Southern Metropolitan,10331.0,8
Kew,2,u,PI,RT,5.6,1,1,477.89685658153235,Boroondara City Council,Southern Metropolitan,10331.0,8
Kew,2,u,PI,Nelson,5.6,1,1,0.0,Boroondara City Council,Southern Metropolitan,10331.0,8
Kew,2,u,PI,Fletchers,5.6,1,1,0.0,Boroondara City Council,Southern Metropolitan,10331.0,5
Kew,3,h,S,Abercromby's,5.6,2,2,591.0,Boroondara City Council,Southern Metropolitan,10331.0,5
Kew,2,u,S,Fletchers,5.6,1,1,0.0,Boroondara City Council,Southern Metropolitan,10331.0,5
Kew,2,h,S,Jellis,5.6,1,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,10331.0,5
Kew,2,u,S,RT,5.6,1,1,0.0,Boroondara City Council,Southern Metropolitan,10331.0,10
Kew,4,h,S,Jellis,5.6,3,2,712.0,Boroondara City Council,Southern Metropolitan,10331.0,10
