Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount
Richmond,4,h,950000.0,VB,Jellis,8/10/2016,2.6,3121.0,1.0,0.0,254.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,270000.0,PI,Dingle,8/10/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,930000.0,S,Biggin,8/10/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,439000.0,SP,Biggin,10/09/2016,2.6,3121.0,1.0,1.0,3516.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,695000.0,S,Jellis,10/09/2016,2.6,3121.0,1.0,2.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,t,,S,Marshall,10/09/2016,2.6,3121.0,1.0,1.0,99.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,512000.0,S,Marshall,10/09/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,t,855000.0,S,Jellis,10/09/2016,2.6,3121.0,1.0,1.0,92.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,1040000.0,S,Jellis,10/09/2016,2.6,3121.0,2.0,2.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,342000.0,S,Jellis,10/09/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,681000.0,S,hockingstuart,10/09/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,1066000.0,S,Abercromby's,10/12/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,,PI,hockingstuart,10/12/2016,2.6,3121.0,1.0,0.0,203.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,900000.0,PI,hockingstuart,10/12/2016,2.6,3121.0,1.0,0.0,95.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1250000.0,S,Biggin,10/12/2016,2.6,3121.0,2.0,1.0,120.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,4,h,,S,Marshall,10/12/2016,2.6,3121.0,2.0,2.0,205.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,990000.0,S,Biggin,10/12/2016,2.6,3121.0,1.0,1.0,117.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,1189000.0,S,Biggin,10/12/2016,2.6,3121.0,1.0,0.0,158.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,,PI,hockingstuart,10/12/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,,S,Biggin,10/12/2016,2.6,3121.0,1.0,0.0,215.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,1220000.0,S,Biggin,10/12/2016,2.6,3121.0,1.0,1.0,166.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,,PI,Biggin,10/12/2016,2.6,3121.0,1.0,0.0,240.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,1220000.0,S,Biggin,10/12/2016,2.6,3121.0,1.0,1.0,80.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1100000.0,S,Abercromby's,10/12/2016,2.6,3121.0,1.0,0.0,162.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,2857000.0,S,Jellis,10/12/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1346000.0,S,Biggin,10/12/2016,2.6,3121.0,1.0,0.0,187.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,600000.0,S,Biggin,11/02/2017,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,450000.0,PI,Biggin,11/02/2017,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,1340000.0,S,Kay,12/11/2016,2.6,3121.0,1.0,0.0,178.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,1421000.0,S,Biggin,12/11/2016,2.6,3121.0,1.0,0.0,196.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1074000.0,S,Marshall,12/11/2016,2.6,3121.0,1.0,0.0,245.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1205000.0,S,Biggin,12/11/2016,2.6,3121.0,1.0,0.0,164.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,t,1430000.0,S,Jellis,12/11/2016,2.6,3121.0,2.0,2.0,153.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,t,1220000.0,S,hockingstuart,12/11/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,,PI,Biggin,12/11/2016,2.6,3121.0,3.0,1.0,58.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1465000.0,S,Biggin,12/11/2016,2.6,3121.0,2.0,2.0,233.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,391000.0,SP,Caine,13/08/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,1035000.0,S,Jellis,13/08/2016,2.6,3121.0,1.0,0.0,108.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,530000.0,S,Biggin,13/08/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,t,930000.0,S,Jellis,14/05/2016,2.6,3121.0,1.0,1.0,97.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1182000.0,S,Biggin,14/05/2016,2.6,3121.0,1.0,1.0,199.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,,S,Marshall,14/05/2016,2.6,3121.0,2.0,2.0,343.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,777500.0,PI,hockingstuart,14/05/2016,2.6,3121.0,1.0,1.0,151.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,,PI,Biggin,14/05/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1115000.0,S,Whiting,14/05/2016,2.6,3121.0,2.0,2.0,129.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,u,760000.0,SP,Nelson,14/05/2016,2.6,3121.0,2.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,640000.0,SP,Jellis,14/05/2016,2.6,3121.0,1.0,2.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1710000.0,PI,Abercromby's,14/05/2016,2.6,3121.0,2.0,2.0,202.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1420000.0,S,Jellis,14/05/2016,2.6,3121.0,1.0,0.0,198.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,390000.0,S,LITTLE,14/05/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,3020000.0,S,Jellis,14/05/2016,2.6,3121.0,2.0,2.0,389.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,800000.0,S,Jellis,14/05/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1346000.0,S,hockingstuart,14/05/2016,2.6,3121.0,1.0,1.0,207.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,380000.0,PI,Collins,15/10/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,,S,hockingstuart,15/10/2016,2.6,3121.0,1.0,1.0,216.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,680000.0,S,Jellis,15/10/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,t,1081000.0,S,hockingstuart,15/10/2016,2.6,3121.0,1.0,1.0,126.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,,PI,Biggin,15/10/2016,2.6,3121.0,1.0,1.0,67.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,t,955000.0,S,Jellis,15/10/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,,VB,Kay,15/10/2016,2.6,3121.0,2.0,0.0,115.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,860000.0,S,Biggin,15/10/2016,2.6,3121.0,2.0,0.0,74.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,,S,Jellis,15/10/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1820000.0,S,Jellis,15/10/2016,2.6,3121.0,1.0,1.0,410.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,905000.0,S,Biggin,15/10/2016,2.6,3121.0,1.0,0.0,139.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,691000.0,S,Biggin,15/10/2016,2.6,3121.0,2.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,4,h,1540000.0,S,Jellis,16/04/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1088000.0,S,Jellis,16/04/2016,2.6,3121.0,3.0,2.0,168.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,t,911000.0,S,Biggin,16/04/2016,2.6,3121.0,2.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,4,h,3001000.0,S,Biggin,16/04/2016,2.6,3121.0,3.0,1.0,544.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,881000.0,SP,Jellis,16/04/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,,PI,Biggin,16/04/2016,2.6,3121.0,2.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,638000.0,S,Biggin,16/04/2016,2.6,3121.0,2.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,951000.0,S,hockingstuart,16/07/2016,2.6,3121.0,1.0,0.0,108.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,912000.0,S,Collins,16/07/2016,2.6,3121.0,1.0,2.0,204.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,415000.0,S,Jellis,16/07/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,,W,Biggin,16/07/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1285000.0,S,hockingstuart,16/07/2016,2.6,3121.0,2.0,1.0,133.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,,W,Biggin,16/07/2016,2.6,3121.0,1.0,1.0,1332.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,1220000.0,S,Jellis,16/07/2016,2.6,3121.0,1.0,1.0,219.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,280000.0,VB,Jellis,16/07/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,900000.0,S,Biggin,17/09/2016,2.6,3121.0,3.0,1.0,58.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,,S,Jellis,17/09/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1695000.0,S,Marshall,17/09/2016,2.6,3121.0,1.0,3.0,210.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,4,t,,S,Jellis,17/09/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1365000.0,S,Nelson,17/09/2016,2.6,3121.0,1.0,1.0,301.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,1088000.0,S,Biggin,17/09/2016,2.6,3121.0,1.0,0.0,158.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1765000.0,S,hockingstuart,17/09/2016,2.6,3121.0,1.0,2.0,332.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,t,750000.0,S,Morleys,17/09/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,961000.0,S,Biggin,17/09/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,1045000.0,S,Biggin,17/09/2016,2.6,3121.0,1.0,2.0,200.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,4,h,1591000.0,S,Collins,17/09/2016,2.6,3121.0,2.0,1.0,263.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,402000.0,S,hockingstuart,17/09/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1275000.0,S,Biggin,18/03/2017,2.6,3121.0,2.0,1.0,132.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,1035000.0,S,Marshall,18/03/2017,2.6,3121.0,1.0,0.0,100.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,2000000.0,VB,Jellis,18/03/2017,2.6,3121.0,2.0,0.0,194.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,u,931000.0,S,Biggin,18/03/2017,2.6,3121.0,2.0,2.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,,S,Jellis,18/03/2017,2.6,3121.0,1.0,1.0,889.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,2640000.0,S,hockingstuart,18/03/2017,2.6,3121.0,1.0,1.0,309.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,t,842000.0,S,Jellis,18/03/2017,2.6,3121.0,2.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,4,h,1510000.0,PI,Biggin,18/03/2017,2.6,3121.0,2.0,0.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1550000.0,VB,Jellis,18/03/2017,2.6,3121.0,2.0,1.0,131.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,505000.0,S,hockingstuart,18/06/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,370000.0,VB,hockingstuart,18/06/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,,S,Biggin,18/06/2016,2.6,3121.0,1.0,1.0,75.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1456000.0,S,Jellis,18/06/2016,2.6,3121.0,2.0,1.0,157.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,1145000.0,S,Biggin,18/06/2016,2.6,3121.0,1.0,0.0,170.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,t,810000.0,SP,hockingstuart,18/06/2016,2.6,3121.0,1.0,1.0,94.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,,PN,FN,18/06/2016,2.6,3121.0,1.0,2.0,169.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1100000.0,PI,Biggin,18/06/2016,2.6,3121.0,2.0,1.0,66.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,1220000.0,S,Jellis,18/06/2016,2.6,3121.0,1.0,2.0,198.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,t,895000.0,S,Marshall,18/06/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,1430000.0,S,Biggin,18/06/2016,2.6,3121.0,1.0,2.0,292.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,1045000.0,S,Jellis,18/06/2016,2.6,3121.0,1.0,1.0,138.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,,PI,Jellis,19/11/2016,2.6,3121.0,2.0,1.0,79.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,2000000.0,S,Biggin,19/11/2016,2.6,3121.0,2.0,1.0,217.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,646000.0,S,Woodards,19/11/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,t,950000.0,S,Castran,19/11/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,660000.0,PI,Jellis,19/11/2016,2.6,3121.0,2.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,,SP,Jellis,19/11/2016,2.6,3121.0,1.0,0.0,215.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,,PI,Biggin,19/11/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,1145000.0,S,hockingstuart,19/11/2016,2.6,3121.0,1.0,1.0,197.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,t,785000.0,SA,Morleys,19/11/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,,PI,Biggin,22/05/2016,2.6,3121.0,2.0,1.0,109.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,380000.0,PI,Dingle,22/05/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1285000.0,S,Steveway,22/05/2016,2.6,3121.0,2.0,1.0,123.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,h,815000.0,PI,Dixon,22/05/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,4,h,905000.0,S,Biggin,22/05/2016,2.6,3121.0,1.0,0.0,254.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,915000.0,S,Biggin,22/05/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,750000.0,S,Biggin,22/05/2016,2.6,3121.0,2.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,604000.0,SP,Biggin,22/05/2016,2.6,3121.0,2.0,2.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,4,h,1645000.0,S,Biggin,22/08/2016,2.6,3121.0,2.0,1.0,249.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,u,945000.0,S,Biggin,22/08/2016,2.6,3121.0,2.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,306000.0,S,Jellis,22/08/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1270000.0,S,Jellis,22/08/2016,2.6,3121.0,1.0,1.0,181.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,t,975000.0,PI,Jellis,22/08/2016,2.6,3121.0,1.0,1.0,383.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,1105000.0,S,Biggin,22/08/2016,2.6,3121.0,2.0,1.0,55.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,965000.0,S,Biggin,22/08/2016,2.6,3121.0,1.0,0.0,158.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,620000.0,PI,LITTLE,22/08/2016,2.6,3121.0,2.0,1.0,650.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1220000.0,S,Jellis,22/08/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1100000.0,S,hockingstuart,22/08/2016,2.6,3121.0,2.0,1.0,126.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,450000.0,SP,RT,22/08/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,4,h,,S,Marshall,22/08/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1850000.0,S,hockingstuart,22/08/2016,2.6,3121.0,2.0,1.0,203.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,,PI,Biggin,23/04/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1650000.0,S,hockingstuart,23/04/2016,2.6,3121.0,2.0,1.0,312.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,t,,S,Jellis,24/09/2016,2.6,3121.0,1.0,1.0,116.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1320000.0,S,RT,24/09/2016,2.6,3121.0,2.0,2.0,171.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1651000.0,S,Jellis,24/09/2016,2.6,3121.0,2.0,1.0,192.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,,S,Biggin,24/09/2016,2.6,3121.0,1.0,1.0,153.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1032000.0,S,Biggin,24/09/2016,2.6,3121.0,1.0,0.0,128.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,915000.0,S,hockingstuart,24/09/2016,2.6,3121.0,3.0,1.0,140.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,,S,Biggin,24/09/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,4,h,,PI,Biggin,24/09/2016,2.6,3121.0,3.0,2.0,106.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1075000.0,S,Jellis,24/09/2016,2.6,3121.0,1.0,0.0,148.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,4,h,1800000.0,PI,Biggin,24/09/2016,2.6,3121.0,2.0,0.0,288.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1270000.0,S,Jellis,24/09/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,u,791500.0,S,Biggin,24/09/2016,2.6,3121.0,2.0,2.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1600000.0,S,Biggin,24/09/2016,2.6,3121.0,2.0,2.0,80.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,t,1200000.0,SP,Jellis,25/02/2017,2.6,3121.0,2.0,1.0,170.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1555000.0,S,Abercromby's,25/02/2017,2.6,3121.0,2.0,1.0,189.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1361000.0,S,Marshall,25/02/2017,2.6,3121.0,2.0,1.0,99.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1540000.0,S,hockingstuart,25/02/2017,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,t,1582000.0,S,Jellis,25/02/2017,2.6,3121.0,3.0,2.0,119.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1505000.0,PI,Greg,25/02/2017,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,712000.0,S,Jellis,26/07/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,2055000.0,SP,Jellis,26/07/2016,2.6,3121.0,1.0,1.0,331.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1395000.0,S,Biggin,26/07/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,t,1012000.0,S,Jellis,27/06/2016,2.6,3121.0,2.0,1.0,80.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1570000.0,S,Jellis,27/06/2016,2.6,3121.0,1.0,2.0,248.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1345000.0,S,Biggin,27/06/2016,2.6,3121.0,1.0,1.0,209.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,410000.0,PI,hockingstuart,27/06/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,696000.0,S,Jellis,27/06/2016,2.6,3121.0,2.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1350000.0,VB,Jellis,27/11/2016,2.6,3121.0,2.0,2.0,133.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,,S,Jellis,27/11/2016,2.6,3121.0,1.0,2.0,403.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1405000.0,S,Rendina,27/11/2016,2.6,3121.0,1.0,2.0,212.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,362000.0,S,Biggin,27/11/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,760000.0,S,Biggin,27/11/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,807000.0,S,Jellis,27/11/2016,2.6,3121.0,2.0,2.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1495000.0,S,Biggin,27/11/2016,2.6,3121.0,2.0,1.0,159.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1410000.0,S,Biggin,27/11/2016,2.6,3121.0,1.0,0.0,224.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,385000.0,VB,RT,27/11/2016,2.6,3121.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,1150000.0,SP,Biggin,27/11/2016,2.6,3121.0,1.0,0.0,156.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1400000.0,PI,hockingstuart,27/11/2016,2.6,3121.0,1.0,2.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,4,h,1775000.0,S,Nelson,27/11/2016,2.6,3121.0,1.0,0.0,434.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,1,u,360000.0,S,Biggin,27/11/2016,2.6,3121.0,1.0,1.0,1332.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1270000.0,S,Biggin,27/11/2016,2.6,3121.0,1.0,1.0,152.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,827500.0,S,Biggin,28/05/2016,2.6,3121.0,1.0,0.0,127.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,,PI,Biggin,28/05/2016,2.6,3121.0,,,,Yarra City Council,Northern Metropolitan,14949.0
Richmond,4,h,1500000.0,PI,Biggin,28/05/2016,2.6,3121.0,2.0,1.0,162.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,560000.0,SP,Biggin,28/05/2016,2.6,3121.0,2.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,u,,PI,LITTLE,28/05/2016,2.6,3121.0,2.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1165000.0,S,Biggin,28/08/2016,2.6,3121.0,1.0,1.0,167.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,,S,Biggin,28/08/2016,2.6,3121.0,2.0,2.0,213.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,u,790000.0,PI,hockingstuart,28/08/2016,2.6,3121.0,2.0,1.0,0.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,2,h,870000.0,SP,Biggin,28/08/2016,2.6,3121.0,1.0,1.0,100.0,Yarra City Council,Northern Metropolitan,14949.0
Richmond,3,h,1185000.0,S,hockingstuart,30/07/2016,2.6,3121.0,2.0,1.0,135.0,Yarra City Council,Northern Metropolitan,14949.0
